?$id,
?.project,
?.cat2,
?.forg,
?.center,
$year,
?.mode,
$rely,
$data,
$cplx,
$time,
$stor,
$virt,
$turn,
$acap,
$aexp,
$pcap,
$vexp,
$lexp,
$modp,
$tool,
$sced,
$equivphyskloc,
$<act_effort
##############################
9,gal,missionplanning,g,_1,1980,semidetached,4,2,4,6,6,2,4,4,4,4,3,4,4,4,3,7.5,72
10,gal,missionplanning,g,_1,1980,semidetached,3,2,4,3,3,2,2,4,5,5,3,4,3,3,3,20,72
11,gal,missionplanning,g,_1,1984,semidetached,3,2,4,3,3,2,2,4,5,4,3,4,3,3,3,6,24
12,gal,missionplanning,g,_1,1980,semidetached,3,2,4,3,3,2,2,4,5,5,3,4,3,3,3,100,360
13,gal,missionplanning,g,_1,1985,semidetached,3,2,4,3,3,2,2,4,5,3,3,2,3,3,3,11.3,36
14,gal,missionplanning,g,_1,1980,semidetached,3,2,4,3,3,4,2,4,4,4,2,1,3,3,3,100,215
15,gal,missionplanning,g,_1,1983,semidetached,3,2,4,3,3,2,2,4,5,4,3,4,3,3,3,20,48
16,gal,missionplanning,g,_1,1982,semidetached,3,2,4,3,3,2,2,4,3,3,3,1,3,3,3,100,360
17,gal,missionplanning,g,_1,1980,semidetached,3,2,4,3,6,2,2,4,5,5,3,4,3,3,3,150,324
18,gal,missionplanning,g,_1,1984,semidetached,3,2,4,3,3,2,2,4,4,4,3,4,3,3,3,31.5,60
19,gal,missionplanning,g,_1,1983,semidetached,3,2,4,3,3,2,2,4,5,4,3,4,3,3,3,15,48
20,gal,missionplanning,g,_1,1984,semidetached,3,2,4,3,6,2,2,4,4,3,3,4,3,3,3,32.5,60
1,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,25.9,117.6
2,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,24.6,117.6
3,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,7.7,31.2
4,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,8.2,36
5,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,9.7,25.2
6,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,2.2,8.4
7,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,3.5,10.8
8,erb,avionicsmonitoring,g,_2,1982,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,66.6,352.8
21,X,avionicsmonitoring,g,_2,1985,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,19.7,60
22,X,avionicsmonitoring,g,_2,1985,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,66.6,300
23,X,simulation,g,_2,1985,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,29.5,120
24,X,monitor_control,g,_2,1986,semidetached,4,3,3,4,3,3,3,3,4,4,3,3,3,3,3,15,90
25,X,monitor_control,g,_2,1986,semidetached,4,3,4,3,3,3,3,3,4,4,3,3,3,3,3,38,210
26,X,monitor_control,g,_2,1986,semidetached,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,10,48
27,X,realdataprocessing,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,15.4,70
28,X,realdataprocessing,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,48.5,239
29,X,realdataprocessing,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,16.3,82
30,X,communications,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,12.8,62
31,X,batchdataprocessing,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,32.6,170
32,X,datacapture,g,_2,1982,semidetached,3,5,4,5,5,2,4,5,4,3,2,4,5,5,2,35.5,192
33,X,missionplanning,g,_2,1985,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,5.5,18
34,X,avionicsmonitoring,g,_2,1987,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,10.4,50
35,X,avionicsmonitoring,g,_2,1987,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,14,60
36,X,monitor_control,g,_2,1986,semidetached,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6.5,42
37,X,monitor_control,g,_2,1986,semidetached,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,13,60
38,X,monitor_control,g,_2,1986,semidetached,3,3,4,3,3,3,3,3,3,4,3,4,4,4,3,90,444
39,X,monitor_control,g,_2,1986,semidetached,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,8,42
40,X,monitor_control,g,_2,1986,semidetached,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,16,114
41,hst,datacapture,g,_2,1980,semidetached,3,4,4,5,4,2,4,4,3,4,2,4,4,3,2,177.9,1248
56,spl,datacapture,g,_2,1979,semidetached,5,4,4,5,5,3,3,5,5,5,3,4,4,4,2,227,1181
57,spl,batchdataprocessing,g,_2,1977,semidetached,3,4,5,3,3,2,3,4,3,5,2,3,4,3,2,70,278
58,de,avionicsmonitoring,g,_2,1979,semidetached,4,2,4,3,3,2,2,3,3,3,3,4,4,3,2,0.9,8.4
81,hst,Avionics,f,_2,1980,embedded,4,5,5,6,6,4,4,3,3,3,2,2,3,3,4,32,1350
82,hst,Avionics,f,_2,1980,embedded,4,4,4,5,6,4,4,4,4,4,4,4,4,3,3,53,480
99,X,Avionics,f,_2,1983,embedded,4,3,5,5,5,4,4,3,3,3,2,2,3,3,4,16.3,480
100,X,Avionics,f,_2,1983,embedded,4,3,5,5,5,4,4,3,3,3,2,2,3,3,4,6.2,12
101,X,science,f,_2,1983,embedded,4,3,5,5,5,4,4,3,3,3,2,2,3,3,4,3,38
84,spl,Avionics,f,_3,1977,embedded,4,2,5,5,6,2,3,5,5,5,1,1,4,4,3,41,599
89,spl,Avionics,f,_3,1977,embedded,4,2,5,5,6,2,3,5,5,5,1,1,4,4,3,24,430
43,Y,application_ground,g,_5,1982,semidetached,3,4,2,3,3,4,3,4,4,3,3,3,4,4,3,282.1,1368
44,Y,application_ground,g,_5,1982,semidetached,4,4,2,3,3,3,4,4,4,3,3,3,4,3,3,284.7,973
45,Y,avionicsmonitoring,g,_5,1982,semidetached,4,4,3,3,3,2,2,3,4,4,3,4,3,3,3,79,400
46,Y,avionicsmonitoring,g,_5,1977,semidetached,2,3,3,3,3,2,2,4,4,5,3,4,2,2,4,423,2400
47,Y,missionplanning,g,_5,1977,semidetached,3,3,3,3,3,2,3,4,5,5,2,4,4,3,3,190,420
48,Y,missionplanning,g,_5,1984,semidetached,3,3,4,3,4,3,3,4,4,3,3,4,4,3,4,47.5,252
49,Y,missionplanning,g,_5,1980,semidetached,5,3,6,4,4,2,2,3,4,3,3,3,2,4,3,21,107
50,Y,simulation,g,_5,1983,semidetached,3,4,4,5,3,3,4,4,4,4,3,4,2,2,4,78,571.4
51,Y,simulation,g,_5,1984,semidetached,3,4,4,5,3,3,4,4,4,4,3,4,2,2,4,11.4,98.8
52,Y,simulation,g,_5,1985,semidetached,3,4,4,5,3,3,4,4,4,4,3,4,2,2,4,19.3,155
53,Y,missionplanning,g,_5,1979,semidetached,4,3,5,4,4,2,4,4,3,3,4,4,2,5,4,101,750
54,Y,missionplanning,g,_5,1979,semidetached,4,3,4,4,4,2,4,3,4,3,3,3,2,5,3,219,2120
55,Y,utility,g,_5,1979,semidetached,4,3,4,4,4,2,4,3,4,3,3,3,2,5,3,50,370
61,Y,operatingsystem,g,_5,1976,embedded,4,3,6,4,4,2,2,4,3,3,4,4,4,4,3,70,458
62,Y,utility,g,_5,1979,embedded,4,3,6,4,4,2,2,4,3,3,4,4,4,4,3,271,2460
63,Y,avionicsmonitoring,g,_5,1971,organic,3,3,3,3,3,2,2,4,4,4,3,4,3,2,3,90,162
64,Y,avionicsmonitoring,g,_5,1980,organic,3,3,3,3,3,2,2,4,4,4,3,4,3,2,3,40,150
65,Y,avionicsmonitoring,g,_5,1979,embedded,4,3,4,4,3,2,2,4,4,4,3,4,3,3,3,137,636
66,Y,avionicsmonitoring,g,_5,1977,embedded,4,3,4,4,3,4,2,4,4,4,3,4,3,1,3,150,882
67,Y,avionicsmonitoring,g,_5,1976,embedded,5,3,4,4,3,2,2,4,4,4,3,4,3,3,3,339,444
68,Y,avionicsmonitoring,g,_5,1983,organic,2,4,2,3,3,4,2,4,4,4,3,4,3,2,3,240,192
69,Y,avionicsmonitoring,g,_5,1978,semidetached,4,3,4,3,5,2,3,4,4,4,4,4,2,2,2,144,576
70,Y,avionicsmonitoring,g,_5,1979,semidetached,3,2,3,3,5,2,3,4,4,4,4,4,2,2,2,151,432
71,Y,avionicsmonitoring,g,_5,1979,semidetached,3,2,4,3,5,2,3,4,4,4,4,4,2,2,2,34,72
72,Y,avionicsmonitoring,g,_5,1979,semidetached,3,3,4,3,5,2,3,4,4,4,4,4,2,2,2,98,300
73,Y,avionicsmonitoring,g,_5,1979,semidetached,3,3,4,3,5,2,3,4,4,4,4,4,2,2,2,85,300
74,Y,avionicsmonitoring,g,_5,1982,semidetached,3,2,3,3,5,2,3,4,4,4,4,4,2,2,2,20,240
75,Y,avionicsmonitoring,g,_5,1978,semidetached,3,2,3,3,5,2,3,4,4,4,4,4,2,2,2,111,600
76,Y,avionicsmonitoring,g,_5,1978,semidetached,4,5,4,3,5,2,3,4,4,4,4,4,2,2,2,162,756
77,Y,avionicsmonitoring,g,_5,1978,semidetached,4,4,5,3,5,2,3,4,4,4,4,4,2,2,2,352,1200
78,Y,operatingsystem,g,_5,1979,semidetached,4,3,5,3,5,2,3,4,4,4,4,4,2,2,2,165,97
79,Y,missionplanning,g,_5,1984,embedded,4,3,5,4,4,2,5,4,3,3,4,4,4,5,4,60,409
80,Y,missionplanning,g,_5,1984,embedded,4,3,5,4,4,2,5,4,3,3,4,4,4,5,4,100,703
91,Y,Avionics,f,_5,1977,embedded,5,4,5,6,6,3,3,4,4,4,4,4,4,3,4,165,4178.2
92,Y,science,f,_5,1977,embedded,5,4,5,6,6,3,3,4,4,4,4,4,4,3,4,65,1772.5
93,Y,Avionics,f,_5,1977,embedded,5,4,5,6,6,3,2,4,4,4,4,4,4,3,4,70,1645.9
94,Y,Avionics,f,_5,1977,embedded,5,4,6,6,6,3,3,4,4,4,4,4,4,3,4,50,1924.5
97,gal,Avionics,f,_5,1982,embedded,5,2,5,5,6,2,2,4,2,3,1,2,2,4,4,7.25,648
98,Y,Avionics,f,_5,1980,embedded,5,4,5,6,6,3,3,4,4,4,4,4,4,3,4,233,8211
42,slp,launchprocessing,g,_6,1975,semidetached,4,2,4,3,3,2,2,3,3,4,3,3,4,1,3,302,2400
59,slp,operatingsystem,g,_6,1974,semidetached,5,2,6,6,5,2,2,4,5,4,1,4,1,1,4,980,4560
60,slp,operatingsystem,g,_6,1975,embedded,3,2,4,3,3,2,2,5,3,5,4,4,3,2,3,350,720
